file,transcript,transcript_clean,dialect,split
audio/test_narail_0011.wav,আমি বাবুরে চিগিসসা তা ও কইছেলো কি যে বাবুরে চিগিসসা অত্তি টাহা দিছিস। তা বৌদি তো দশ হাজার টাকা পাইছে। আমরাও তো জানি দশ হাজার টাকা বৌদি পাইছে। দশ হাজার টাকা। তা কচ্ছে কি যে না আমার মাইসোতো ভাইর কাছে আমি অনেক টাকা দিছি। ও নিজি কইছে। এওন যদি কয়ে যদি কয় যে আমি কই নেই।,আমি বাবুরে চিগিসসা তা ও কইছেলো কি যে বাবুরে চিগিসসা অত্তি টাহা দিছিস। তা বৌদি তো দশ হাজার টাকা পাইছে। আমরাও তো জানি দশ হাজার টাকা বৌদি পাইছে। দশ হাজার টাকা। তা কচ্ছে কি যে না আমার মাইসোতো ভাইর কাছে আমি অনেক টাকা দিছি। ও নিজি কইছে। এওন যদি কয়ে যদি কয় যে আমি কই নেই।,narail,test
audio/test_narail_0012.wav,আরে ও শালা অচ্ছে ভালো না। এ কথাও যে মানে যে প্রমান হয়ে যাচ্ছে না? এইডে কইছে ঠিক পাই নেই যে আমারে ধরবেনে। কিন্তু আরে মেন কথা অচ্ছে যে বাপ-মা রে ভাত দি। বাপরে দেহি নাই। তার কথা বিশ্বাস করা যায় নেকি? কউ। আর এহনে এই সমস্ত কথা শুনলি আমার হইয়ে যায় মেজাজ গরম।,আরে ও শালা অচ্ছে ভালো না। এ কথাও যে মানে যে প্রমান হয়ে যাচ্ছে না? এইডে কইছে ঠিক পাই নেই যে আমারে ধরবেনে। কিন্তু আরে মেন কথা অচ্ছে যে বাপ-মা রে ভাত দি। বাপরে দেহি নাই। তার কথা বিশ্বাস করা যায় নেকি? কউ। আর এহনে এই সমস্ত কথা শুনলি আমার হইয়ে যায় মেজাজ গরম।,narail,test
audio/test_narail_0013.wav,আমি তোর তোর ওর কোনো খারাপ কথা কইয়ে ব্যাড়াই আমি গিরাম অঞ্চল দে? না ওর নামই তোল না। আমি কোনো সুমা বাজে কথা। আমি কোনো সুমা তুলি তার কথা? নামই তো <> আমি তুলি না যে ভাই তুই ভালো থাকলি ভালো থাক। খারাপ থাকলি থাক। যার জন্নি টাহা ফাটানুর কথা। সে গেছে মইরে। টাহা দে আমি কি বাড়া অরবো? আর এহন,আমি তোর তোর ওর কোনো খারাপ কথা কইয়ে ব্যাড়াই আমি গিরাম অঞ্চল দে? না ওর নামই তোল না। আমি কোনো সুমা বাজে কথা। আমি কোনো সুমা তুলি তার কথা? নামই তো আমি তুলি না যে ভাই তুই ভালো থাকলি ভালো থাক। খারাপ থাকলি থাক। যার জন্নি টাহা ফাটানুর কথা। সে গেছে মইরে। টাহা দে আমি কি বাড়া অরবো? আর এহন,narail,test
audio/test_narail_0014.wav,তারও তো জমি-জাতির ভাগ আছে। না? সে যদি কয় যে আমার জমি-জাতির ভাগ দ্যাউ। সে যদি নিতি আসে আমি তো তারে কোনো সুমা কবো না যে তুই জমি-জাতির ভাগ পাবি না। সে আসুক। নিয়ে যাক। সে আসুক। সে আইসে কোক যে আমার এহেনি জমি দে। আমার ওহেনি জমি দে। আমি পাবো। তুই পাল্লি নিয়ে যা। তোর হক আছে। তুই নিয়ে যাবি। কিন্তু তুই এই সমস্ত কথা বলবি ক্যান?,তারও তো জমি-জাতির ভাগ আছে। না? সে যদি কয় যে আমার জমি-জাতির ভাগ দ্যাউ। সে যদি নিতি আসে আমি তো তারে কোনো সুমা কবো না যে তুই জমি-জাতির ভাগ পাবি না। সে আসুক। নিয়ে যাক। সে আসুক। সে আইসে কোক যে আমার এহেনি জমি দে। আমার ওহেনি জমি দে। আমি পাবো। তুই পাল্লি নিয়ে যা। তোর হক আছে। তুই নিয়ে যাবি। কিন্তু তুই এই সমস্ত কথা বলবি ক্যান?,narail,test
audio/test_narail_0015.wav,"তা তুই বাপ-মা'রে টাহা দিস নাই। তোর কাছে কেউ শুনতি গেছে নেই? তুই টাহা দিস নাই। তুই কতি গিছিস কি জন্নি যে আমি এরকম টাহা দিছি। তালি আমরা চোর হই। নালি ওই বাবলু চোর হয়। হয়। আমি বাবলুরে এই ফিলি কইছি যে বাবলু তুই বলে টাহা আনিছিস? তালি এতো টাকা কই গ্যালো? আমরা তো পাইছি দশ হাজার টাকা। আমার। কলো, তা আমি আমারে এই কথা কলো যে ও কাকিমা।","তা তুই বাপ-মা'রে টাহা দিস নাই। তোর কাছে কেউ শুনতি গেছে নেই? তুই টাহা দিস নাই। তুই কতি গিছিস কি জন্নি যে আমি এরকম টাহা দিছি। তালি আমরা চোর হই। নালি ওই বাবলু চোর হয়। হয়। আমি বাবলুরে এই ফিলি কইছি যে বাবলু তুই বলে টাহা আনিছিস? তালি এতো টাকা কই গ্যালো? আমরা তো পাইছি দশ হাজার টাকা। আমার। কলো, তা আমি আমারে এই কথা কলো যে ও কাকিমা।",narail,test
audio/test_narail_0016.wav,তুমি তো জানো। তুমার কাকুর ব্যাফারে ওই যে মনি দশ হাজার টাকা পাঠাইছেলো। তা তো তুমার কাকু আমারে গালাগালি পাল্লো। তারপরেও আমি সেই দশ হাজার টাকা আনলাম। তা মনি বলে সরজিৎরে বলে কইছে মনি যে আমার বাবার জন্নি ম্যালা টাকা ফাটাইছি। তা ও কলো যে কার কাছে ফাটাইছির? তা ও কলো যে আমার মাইসোতো ভাইর,তুমি তো জানো। তুমার কাকুর ব্যাফারে ওই যে মনি দশ হাজার টাকা পাঠাইছেলো। তা তো তুমার কাকু আমারে গালাগালি পাল্লো। তারপরেও আমি সেই দশ হাজার টাকা আনলাম। তা মনি বলে সরজিৎরে বলে কইছে মনি যে আমার বাবার জন্নি ম্যালা টাকা ফাটাইছি। তা ও কলো যে কার কাছে ফাটাইছির? তা ও কলো যে আমার মাইসোতো ভাইর,narail,test
audio/test_narail_0017.wav,তালি সেই সরজিৎ আইসে আবার কইছে যে মাইসোতো ভাইর কাছে বলে ম্যালা টাকা ফাঠাইছে। দাদা দাদারে চিগিসসা ওত্তি। তাই তো মনি কলো। তা আনে মাইসোতো তালি কচ্ছে যে তালি ভালো কথা। গুরুপদর ছলে কাছে ফাটাইছে। তালি আমি গুরুপদর ছলের কাছে শোনবো। যে গুরুপদর ছল তালি টাকা তো খাইছে। আমাগে দি নাই।,তালি সেই সরজিৎ আইসে আবার কইছে যে মাইসোতো ভাইর কাছে বলে ম্যালা টাকা ফাঠাইছে। দাদা দাদারে চিগিসসা ওত্তি। তাই তো মনি কলো। তা আনে মাইসোতো তালি কচ্ছে যে তালি ভালো কথা। গুরুপদর ছলে কাছে ফাটাইছে। তালি আমি গুরুপদর ছলের কাছে শোনবো। যে গুরুপদর ছল তালি টাকা তো খাইছে। আমাগে দি নাই।,narail,test
audio/test_narail_0018.wav,তা আমরা তো খাই নাই। তা আমরা খালি খালি সে <> আমরা খাই নাই। যদি ওর মাইসোতো টাকা যদি সে দিয়ে থায়ে। তাইলতো ওর মাইসোতো ভাই খাইছে। তয় মাইসোতো ভাই চোর অবে। আমরা খাই নাই আমরা চোর অবো ক্যান? আমরা চোর ওতি যাবো ক্যা। আমরা দশ হাজার টাকা পাইছি। তাও তো তোর মা ও জানে। সেডা সবাই জানে। আমি সবাইরে কইছি। যে দশ হাজার টাকা পাঠাইছে। এতো সব ম্যালাদিন আগে আমরা সবাই জানি।,তা আমরা তো খাই নাই। তা আমরা খালি খালি সে আমরা খাই নাই। যদি ওর মাইসোতো টাকা যদি সে দিয়ে থায়ে। তাইলতো ওর মাইসোতো ভাই খাইছে। তয় মাইসোতো ভাই চোর অবে। আমরা খাই নাই আমরা চোর অবো ক্যান? আমরা চোর ওতি যাবো ক্যা। আমরা দশ হাজার টাকা পাইছি। তাও তো তোর মা ও জানে। সেডা সবাই জানে। আমি সবাইরে কইছি। যে দশ হাজার টাকা পাঠাইছে। এতো সব ম্যালাদিন আগে আমরা সবাই জানি।,narail,test
audio/test_narail_0019.wav,বাবলু। বেশি আওনে মাইসোতো ভাই ওইছে। ফিসোতো ভাই ওইছে। মামাতো ভাই ওইছে। সেই সুমা বাল ছিড়ে কেউ ছেল না। সুজন মাষ্টেরের। সে সুমা কেউ ছেলো না। ওসব কথা আমার শুনতি ইচ্ছা অরে না ভাই। আইজকে মা মত্তো না। সুজন মাষ্টেরের বঊ মত্তো না। এইডে সত্যি কথা। মল্লো তো খালি,বাবলু। বেশি আওনে মাইসোতো ভাই ওইছে। ফিসোতো ভাই ওইছে। মামাতো ভাই ওইছে। সেই সুমা বাল ছিড়ে কেউ ছেল না। সুজন মাষ্টেরের। সে সুমা কেউ ছেলো না। ওসব কথা আমার শুনতি ইচ্ছা অরে না ভাই। আইজকে মা মত্তো না। সুজন মাষ্টেরের বঊ মত্তো না। এইডে সত্যি কথা। মল্লো তো খালি,narail,test
audio/test_narail_0020.wav,ওগে জন্নি। গুরুপদরে কইয়ে গ্যালো। এই এরে কয়ে গ্যালো। ওরে কলো। আর সে গুরুপদর ছল-পল হইছে বড় মাতুব্বার। আমার বাপ কইছে তো সে কথা। ছোট জনের ছল-পল হইছে বড় মাতুব্বার। কোনোদিন তোর মারে এট্টু নিয়ে <> হয় যে ভিটেয় আসো। যে ধনুরে থুয়ে বুন। ধনুরে এট্টু আনিস। এট্টু নিস। তোগে এই দিয়ে যাচ্ছি। গুরুপদরে এতো দিয়ে গেছে।,ওগে জন্নি। গুরুপদরে কইয়ে গ্যালো। এই এরে কয়ে গ্যালো। ওরে কলো। আর সে গুরুপদর ছল-পল হইছে বড় মাতুব্বার। আমার বাপ কইছে তো সে কথা। ছোট জনের ছল-পল হইছে বড় মাতুব্বার। কোনোদিন তোর মারে এট্টু নিয়ে হয় যে ভিটেয় আসো। যে ধনুরে থুয়ে বুন। ধনুরে এট্টু আনিস। এট্টু নিস। তোগে এই দিয়ে যাচ্ছি। গুরুপদরে এতো দিয়ে গেছে।,narail,test
audio/test_narail_0021.wav,যে বাবা আমি চইলে যাচ্ছি। ধলুরে এট্টু আনা নিয়া ওরিস। জীবনে কোনোদিন মা'র ও পরিচয় দি নি। যে তোর মা মইরে গেছে। তোর এই মা আইছে। সেই সুমাত্তে সব আইসে আইসে আইসে আইসে ভুলোনি ভুলোনি কথা কয়। এ <> ম্যালাদিন আইছে। ওই যে তুমার বড় দিদিমা। ছোট মামি-টামি ওই যে আইছে।,যে বাবা আমি চইলে যাচ্ছি। ধলুরে এট্টু আনা নিয়া ওরিস। জীবনে কোনোদিন মা'র ও পরিচয় দি নি। যে তোর মা মইরে গেছে। তোর এই মা আইছে। সেই সুমাত্তে সব আইসে আইসে আইসে আইসে ভুলোনি ভুলোনি কথা কয়। এ ম্যালাদিন আইছে। ওই যে তুমার বড় দিদিমা। ছোট মামি-টামি ওই যে আইছে।,narail,test
audio/test_narail_0022.wav,"আরে তুমার বড় মামি আসতো। বড় দিদিমা আসতো। তুমার ছোট মামিও এই বাড়ি আসতি সাহস পাই নাই। যে আহনে যিডার সাথে ওই যে পিরিত ওইছে সুজন মাষ্টেরের। পিরিত শ্যাষে ওইছে। মরিছে ছোট মামি। সুজন মাষ্টেরের ছোট মামি। ওই ছোট মামির সাথেও খাতের ছেলো না। ছেলো অলো বড্ডার সাথে খাতের। টোকোন, নিলা","আরে তুমার বড় মামি আসতো। বড় দিদিমা আসতো। তুমার ছোট মামিও এই বাড়ি আসতি সাহস পাই নাই। যে আহনে যিডার সাথে ওই যে পিরিত ওইছে সুজন মাষ্টেরের। পিরিত শ্যাষে ওইছে। মরিছে ছোট মামি। সুজন মাষ্টেরের ছোট মামি। ওই ছোট মামির সাথেও খাতের ছেলো না। ছেলো অলো বড্ডার সাথে খাতের। টোকোন, নিলা",narail,test
audio/test_narail_0023.wav,শিলা। ওই আইছে গেছে খাইছে নেছে সেইডের সাথে। এগে কোনোদিন পরিচয় ও দি নি। এই ছোটোডার। শেষকালে তো এই যে এইডের সাথে। সেইডের সাথে ছুইটে যাইয়ে খাতের ভাইঙে এইডের সাথে খাতের অলো। ওই ছোটোডার সাথে। ওই ছোটো দি কোনদিন ওই তোর ছোট মা দাদু ছোট মামা,শিলা। ওই আইছে গেছে খাইছে নেছে সেইডের সাথে। এগে কোনোদিন পরিচয় ও দি নি। এই ছোটোডার। শেষকালে তো এই যে এইডের সাথে। সেইডের সাথে ছুইটে যাইয়ে খাতের ভাইঙে এইডের সাথে খাতের অলো। ওই ছোটোডার সাথে। ওই ছোটো দি কোনদিন ওই তোর ছোট মা দাদু ছোট মামা,narail,test
audio/test_narail_0024.wav,"মামি আসি নি। আমি দেহিছিলাম না? বঊ আনলি। যে সুমায় আইছে? সে সুমায় বড়দা আইছে। কমলি আইছে। কমলির মা, কমলির বাবা। ওই টোকোন। ওই এট্টা বিষ খাইয়ে ওই যে মরিছে কুনডা।","মামি আসি নি। আমি দেহিছিলাম না? বঊ আনলি। যে সুমায় আইছে? সে সুমায় বড়দা আইছে। কমলি আইছে। কমলির মা, কমলির বাবা। ওই টোকোন। ওই এট্টা বিষ খাইয়ে ওই যে মরিছে কুনডা।",narail,test
audio/test_narail_0025.wav,সেইডে। ইরা তো এই কয়দিন আইছে। কিশোররা তো ফাছে এই যে মানে তোর মা মইরে যাআর পরে। তারপরে কিশোরগে সাথে খাতের ওইছে। কিশোররা তার পরে আইছে। এর আগে কিশোরগে সাথে কোনো সম্পক্ক ছেলো নেই?,সেইডে। ইরা তো এই কয়দিন আইছে। কিশোররা তো ফাছে এই যে মানে তোর মা মইরে যাআর পরে। তারপরে কিশোরগে সাথে খাতের ওইছে। কিশোররা তার পরে আইছে। এর আগে কিশোরগে সাথে কোনো সম্পক্ক ছেলো নেই?,narail,test
audio/test_narail_0026.wav,বুজিছো? যে ছেলেপেলের খ্যালার মাঠ নাই। আমারে এইটুকুন দান কইরে দিলাম। আর ওই বেল গাছ-টাছ ওই ধারদে ওগে ভিটে সব ওরিয়ন। ওই নাইরকেল গাছ-টাছ ওই যে ওই পযন্তু। এয়্যার এর কূয়োর কানা পযন্তু। ওগে জাগা। <> তার ওই তো ওই মাঠে।,বুজিছো? যে ছেলেপেলের খ্যালার মাঠ নাই। আমারে এইটুকুন দান কইরে দিলাম। আর ওই বেল গাছ-টাছ ওই ধারদে ওগে ভিটে সব ওরিয়ন। ওই নাইরকেল গাছ-টাছ ওই যে ওই পযন্তু। এয়্যার এর কূয়োর কানা পযন্তু। ওগে জাগা। তার ওই তো ওই মাঠে।,narail,test
audio/test_narail_0027.wav,ওই মাঠ। ওর বাবা নিয়ে আর ওই নিতা মালাকারের জাগা ওর বাবর গাঠির টাহা দে কিনে। তয় ওহনি ইস্কুল কল্লো। ইস্কুল ও কল্লো ওই ধারের টুক ওর বাবা নিয়ে গ্যালো। ওর বাবা নিয়ে গ্যালো। বাবা দান কইরে দিয়ে গেছে। তা তো আর আমি চাচ্ছিনে। তালি আমার গাঠির ফয়সা দিয়ে আমি কিনে তুমাগে দিচ্ছি।,ওই মাঠ। ওর বাবা নিয়ে আর ওই নিতা মালাকারের জাগা ওর বাবর গাঠির টাহা দে কিনে। তয় ওহনি ইস্কুল কল্লো। ইস্কুল ও কল্লো ওই ধারের টুক ওর বাবা নিয়ে গ্যালো। ওর বাবা নিয়ে গ্যালো। বাবা দান কইরে দিয়ে গেছে। তা তো আর আমি চাচ্ছিনে। তালি আমার গাঠির ফয়সা দিয়ে আমি কিনে তুমাগে দিচ্ছি।,narail,test
audio/test_narail_0028.wav,এনি ইস্কুল করো। ওই যে ইস্কুলি কতো <> ওইটুক অলো ওর বাবার সম্পত্তি তো নিজস্ব। আমাদে ধার দ্যাও। আমি তো বুঝতাম না। বইসে থাকতাম <> বুইছো? এইডে আমি শুনা কথা। বানায় থোতো না ওই জাগায় <> আচ্ছা এই ইসে ওই যে খাল কূলি আসাদ মিয়ার কোনো জমি খায় নেকি?,এনি ইস্কুল করো। ওই যে ইস্কুলি কতো ওইটুক অলো ওর বাবার সম্পত্তি তো নিজস্ব। আমাদে ধার দ্যাও। আমি তো বুঝতাম না। বইসে থাকতাম বুইছো? এইডে আমি শুনা কথা। বানায় থোতো না ওই জাগায় আচ্ছা এই ইসে ওই যে খাল কূলি আসাদ মিয়ার কোনো জমি খায় নেকি?,narail,test
audio/test_narail_0029.wav,কিডা? আসাদ মিয়া। আমাগে আসাদ মিয়া। ওই যে ওই ধারে বলে কুয়ানে ছেলো। ওই জমি নিয়ে কি? ওর কিছু জানো? না ভাডি। আমি ওসব কিছু জানিনে। আগে তো শুনিছিলাম তোগে তোগে। আমাগেই। তারফরে আসাদ মিয়া ক্যাম্বায় নেলো কিয়্যাল্লো জাইন্নে। আসাদ মিয়া অল্ফুট্টু খাতো। এনতে সেনতে আসাদ মিয়া ম্যালা খায়।,কিডা? আসাদ মিয়া। আমাগে আসাদ মিয়া। ওই যে ওই ধারে বলে কুয়ানে ছেলো। ওই জমি নিয়ে কি? ওর কিছু জানো? না ভাডি। আমি ওসব কিছু জানিনে। আগে তো শুনিছিলাম তোগে তোগে। আমাগেই। তারফরে আসাদ মিয়া ক্যাম্বায় নেলো কিয়্যাল্লো জাইন্নে। আসাদ মিয়া অল্ফুট্টু খাতো। এনতে সেনতে আসাদ মিয়া ম্যালা খায়।,narail,test
audio/test_narail_0030.wav,এহনে। নাইরকেল গাছের নিচে ওই যে ওই দিক জাগা? আমি তো ভালো বলতিয়ারি না। নাইরকেল গাছের নিচে এই ফারে। আমি তো কাগজে কতি ফারি। কাগজ দ্যাখলাম। ওই যে ওই হইরে গে যেই কাঠাল গাছ ছেলো। এই যে খাল কূলি যাইতে। এগে জমি। সব ওগে। হি? হয়। তাফরে আসাদ মিয়া ক্যাম্বায় নেছে সিডা তো আমরা জাইন্নে।,এহনে। নাইরকেল গাছের নিচে ওই যে ওই দিক জাগা? আমি তো ভালো বলতিয়ারি না। নাইরকেল গাছের নিচে এই ফারে। আমি তো কাগজে কতি ফারি। কাগজ দ্যাখলাম। ওই যে ওই হইরে গে যেই কাঠাল গাছ ছেলো। এই যে খাল কূলি যাইতে। এগে জমি। সব ওগে। হি? হয়। তাফরে আসাদ মিয়া ক্যাম্বায় নেছে সিডা তো আমরা জাইন্নে।,narail,test
audio/test_narail_0031.wav,না আসাদ মিয়ারে দিয়া ওইছেলো কিছু। বেচা ওইছেলো। তা ওত্তে আরও বেশি উনি অচ্ছে খায়। তা ওই দখলে? দখলে না। টফি আমারে কলো যে ভাই এরকম এরকম। আমি ও নিয়ে আমার মাথা ব্যাথা নাই। আমি এর পিছনে দৈড়চ্ছি। আগে এইঠুক দেহি।,না আসাদ মিয়ারে দিয়া ওইছেলো কিছু। বেচা ওইছেলো। তা ওত্তে আরও বেশি উনি অচ্ছে খায়। তা ওই দখলে? দখলে না। টফি আমারে কলো যে ভাই এরকম এরকম। আমি ও নিয়ে আমার মাথা ব্যাথা নাই। আমি এর পিছনে দৈড়চ্ছি। আগে এইঠুক দেহি।,narail,test
audio/test_narail_0032.wav,কায়দা ওইরে নি। যেটুক নিতাই নেছে। ওইটুকির ফিচনে দৈড়চ্ছিস? ইস্কুলির নামে যিডা দিয়া ওইয়ে গেছে ওঠুক তো ইস্কুলির নামে। ইস্কুল পাবে। হয় ইস্কুলির যেটুক। ইস্কুলির নামে এগারো শতক। ওই এগারো শতক বাদ দিলিও তো উরা এওনো ম্যালা খানিক পাবে। ওঠুক বাদে। শিব বাবুর জমি আছে।,কায়দা ওইরে নি। যেটুক নিতাই নেছে। ওইটুকির ফিচনে দৈড়চ্ছিস? ইস্কুলির নামে যিডা দিয়া ওইয়ে গেছে ওঠুক তো ইস্কুলির নামে। ইস্কুল পাবে। হয় ইস্কুলির যেটুক। ইস্কুলির নামে এগারো শতক। ওই এগারো শতক বাদ দিলিও তো উরা এওনো ম্যালা খানিক পাবে। ওঠুক বাদে। শিব বাবুর জমি আছে।,narail,test
