file,transcript,transcript_clean,dialect,split
audio/test_tangail_0011.wav,"এই সময়ডা আসলে আমরা সবাই চাই এই রকম একটা সময় যে, আমাদের ক্যারিয়ারও ঠিক-ঠাক চলুক আবার আরেকদিকে লাভ লাইফটাও ঠিক-ঠাক চলুক। যাইহোক কুইন্স তখন একবারে জনপ্রিয়তার তুঙ্গে, কিন্তু 'ফ্রেডি মার্কিউরি' নিজে বুঝতে পারলো সে।","এই সময়ডা আসলে আমরা সবাই চাই এই রকম একটা সময় যে, আমাদের ক্যারিয়ারও ঠিক-ঠাক চলুক আবার আরেকদিকে লাভ লাইফটাও ঠিক-ঠাক চলুক। যাইহোক কুইন্স তখন একবারে জনপ্রিয়তার তুঙ্গে, কিন্তু 'ফ্রেডি মার্কিউরি' নিজে বুঝতে পারলো সে।",tangail,test
audio/test_tangail_0012.wav,"'ফ্রেডি মার্কিউরি' আছিলো ছিলো হোমোস্যাক্সুয়াল। তার সাথে অনেক ছেলের সম্পর্ক হয়। আর এই বিষয়টাই মানে ম্যারি যে থা ম্যারি ছিলো,অর ওইযে ম্যারির যে ছিলো অর সাথে আর কি ব্রেপ আপ হয়ে যায়।","'ফ্রেডি মার্কিউরি' আছিলো ছিলো হোমোস্যাক্সুয়াল। তার সাথে অনেক ছেলের সম্পর্ক হয়। আর এই বিষয়টাই মানে ম্যারি যে থা ম্যারি ছিলো,অর ওইযে ম্যারির যে ছিলো অর সাথে আর কি ব্রেপ আপ হয়ে যায়।",tangail,test
audio/test_tangail_0013.wav,পরে ফ্রেডি তখন পুরা ভাইঙ্গা পরে। আর ফ্রেডির সাথে আরো কিছু মানুষের পরিচয় হয়। যে যারা আসলে ওই যারা এলবাম রিলিজ দেয় ওই কোম্পানিগুলার আর কি। যারা আসলে ফ্রেডির এই জনপ্রিয়তাডা আসলে তারা পছন্দ করে নাই। তারা চাইছিলো ফ্রেডি জানি,পরে ফ্রেডি তখন পুরা ভাইঙ্গা পরে। আর ফ্রেডির সাথে আরো কিছু মানুষের পরিচয় হয়। যে যারা আসলে ওই যারা এলবাম রিলিজ দেয় ওই কোম্পানিগুলার আর কি। যারা আসলে ফ্রেডির এই জনপ্রিয়তাডা আসলে তারা পছন্দ করে নাই। তারা চাইছিলো ফ্রেডি জানি,tangail,test
audio/test_tangail_0014.wav,"মার্কেট থিকা আউট হইয়া যায়। পরে, অরা আসলে এই রকম ষড়যন্ত্র থাকে, পরে ফ্রেডিরে আসলে অরা এক সময় কুইন্স থিকা আর কি আলাদা কইরা ফালায়। আর এইদিকে ফ্রেডিও মনে করো ফ্রেডিও একসময়","মার্কেট থিকা আউট হইয়া যায়। পরে, অরা আসলে এই রকম ষড়যন্ত্র থাকে, পরে ফ্রেডিরে আসলে অরা এক সময় কুইন্স থিকা আর কি আলাদা কইরা ফালায়। আর এইদিকে ফ্রেডিও মনে করো ফ্রেডিও একসময়",tangail,test
audio/test_tangail_0015.wav,এইডসে আক্রান্ত অইয়া যায়। পরে একদিন ম্যারির সাথে দেহা অয় ম্যারি পরে অরে বুঝায় সব মানে। ম্যারি অর সাথে অনেক কথা হয় পরে ও নিজেরে চেঞ্জ কইরা ফালাবা বইলা সিদ্ধান্ত নেয়। পরে আবার যায় কুইন ব্যান্ডসের সব সদস্যদের সাথে কথা-টথা কইয়া।,এইডসে আক্রান্ত অইয়া যায়। পরে একদিন ম্যারির সাথে দেহা অয় ম্যারি পরে অরে বুঝায় সব মানে। ম্যারি অর সাথে অনেক কথা হয় পরে ও নিজেরে চেঞ্জ কইরা ফালাবা বইলা সিদ্ধান্ত নেয়। পরে আবার যায় কুইন ব্যান্ডসের সব সদস্যদের সাথে কথা-টথা কইয়া।,tangail,test
audio/test_tangail_0016.wav,আবার গান গাওয়া শুরু করে। পরে তার বিখ্যাত গান বোহেমিয়ান র‍্যাপসডি পুরা উনিশশো একাশি সালে মন্ট্রেলে পুরা স্টেডিয়ামে সবার সামনে গায়। আর,আবার গান গাওয়া শুরু করে। পরে তার বিখ্যাত গান বোহেমিয়ান র‍্যাপসডি পুরা উনিশশো একাশি সালে মন্ট্রেলে পুরা স্টেডিয়ামে সবার সামনে গায়। আর,tangail,test
audio/test_tangail_0017.wav,"ফান্ড রেইজ করে যে আফ্রিকার যারা দরিদ্র আছে, অসুস্থ এইডস আক্রান্ত তাদের জন্য। পুরা এইডা পুরা অনেক একটা হিট পুরা হইয়া যায় সারা দেশে এবং ইন্টারন্যাশনালি।","ফান্ড রেইজ করে যে আফ্রিকার যারা দরিদ্র আছে, অসুস্থ এইডস আক্রান্ত তাদের জন্য। পুরা এইডা পুরা অনেক একটা হিট পুরা হইয়া যায় সারা দেশে এবং ইন্টারন্যাশনালি।",tangail,test
audio/test_tangail_0018.wav,বোহেমিয়ান র‍্যাপসডি গানডা মানে জনপ্রিয়তা কারণ এই গানডা আসলে একেকজন একেকভাবে অনুধাবন করছে। কেউ মানে কারও সাথে কারও মিল নাই এই রকম ভাবে আর কি বুঝতে পারছে। এই গানডার একটার অর্থ মানে কেউ এহনও এর।,বোহেমিয়ান র‍্যাপসডি গানডা মানে জনপ্রিয়তা কারণ এই গানডা আসলে একেকজন একেকভাবে অনুধাবন করছে। কেউ মানে কারও সাথে কারও মিল নাই এই রকম ভাবে আর কি বুঝতে পারছে। এই গানডার একটার অর্থ মানে কেউ এহনও এর।,tangail,test
audio/test_tangail_0019.wav,"এইডার ই করতে পারে নাই, সঠিক ব্যাখ্যা দিতে পারে নাই। আর এই গানডা একই সাথে রক, অপেরা, পপসহ মনে করো মনে কর যে প্রগ্রেসিভ রক যেগলা থাকে সব মিশেলে একটা। এই গানটা আসলে একটা অন্য রকম একটা গান।","এইডার ই করতে পারে নাই, সঠিক ব্যাখ্যা দিতে পারে নাই। আর এই গানডা একই সাথে রক, অপেরা, পপসহ মনে করো মনে কর যে প্রগ্রেসিভ রক যেগলা থাকে সব মিশেলে একটা। এই গানটা আসলে একটা অন্য রকম একটা গান।",tangail,test
audio/test_tangail_0020.wav,"তারপরে আমি যেই মুভিডার স্টোরি শেয়ার করমু সেইডা হইছে 'সেরেনডিপিটি'। এই মুভিডা অনেকে দেখে নাই, কিন্তু এইডাও একটা সুন্দর মুভি। ঘুম আসতাছে।","তারপরে আমি যেই মুভিডার স্টোরি শেয়ার করমু সেইডা হইছে 'সেরেনডিপিটি'। এই মুভিডা অনেকে দেখে নাই, কিন্তু এইডাও একটা সুন্দর মুভি। ঘুম আসতাছে।",tangail,test
audio/test_tangail_0021.wav,দুইহাজার একসালে রিজিল পায় সেরেনডিপিটি। আমার অন্যতম একটা ফেবারেট মুভি। কারণ এই মুভিডা একটা লাভ স্টোরি মুভি। আর ছবির নায়ক থাকে জোনাথান আর নায়িকা।,দুইহাজার একসালে রিজিল পায় সেরেনডিপিটি। আমার অন্যতম একটা ফেবারেট মুভি। কারণ এই মুভিডা একটা লাভ স্টোরি মুভি। আর ছবির নায়ক থাকে জোনাথান আর নায়িকা।,tangail,test
audio/test_tangail_0022.wav,"সারা, এ ওদের দুইজনের দিয়া থোয় নিউ ইয়ার ইভে কোন একটা মলে। ওরা যায়, ওরা দুইজনেই যায়। মানে, এই গ্লাভস কিনতে কারন বাইরে তহন মানে শীত। কানাডা ওইদিক মানে ওই।","সারা, এ ওদের দুইজনের দিয়া থোয় নিউ ইয়ার ইভে কোন একটা মলে। ওরা যায়, ওরা দুইজনেই যায়। মানে, এই গ্লাভস কিনতে কারন বাইরে তহন মানে শীত। কানাডা ওইদিক মানে ওই।",tangail,test
audio/test_tangail_0023.wav,"কান্ট্রিগুলায় অনেক শীত থাকে, ওই ক্রিসমাসের সময় অনেক মানে তারা ওই শপিংমলে যায় গ্লাভস কিনার জন্য। কিন্তু কেউ কারও তহনও চিনতো না। দুইজনেই পুরা কেউ কাওরে চিনতো না।","কান্ট্রিগুলায় অনেক শীত থাকে, ওই ক্রিসমাসের সময় অনেক মানে তারা ওই শপিংমলে যায় গ্লাভস কিনার জন্য। কিন্তু কেউ কারও তহনও চিনতো না। দুইজনেই পুরা কেউ কাওরে চিনতো না।",tangail,test
audio/test_tangail_0024.wav,"তো আবার। দুইজনই আবার একইসাথে একই গ্লাভস পছন্দ করে যেইডার আর কোনো কপি নাই। মানে এই জোনাথান বলতাছে সারারে নিতে, আর সারা বলতাছে জোনাথানরে নিতে। কথা চলতে চলতে এই সময়ে","তো আবার। দুইজনই আবার একইসাথে একই গ্লাভস পছন্দ করে যেইডার আর কোনো কপি নাই। মানে এই জোনাথান বলতাছে সারারে নিতে, আর সারা বলতাছে জোনাথানরে নিতে। কথা চলতে চলতে এই সময়ে",tangail,test
audio/test_tangail_0025.wav,লোক আইসা বলে যে এইডা আমি নিমু। পরে জুনায়েদ খান বাধ্য হইয়াই ওইডা সারার জন্য দিয়া দেয়। জুনায়েদ খান আসলে প্রথম দেখাতেই সারার প্রেমে পইড়া যায়।,লোক আইসা বলে যে এইডা আমি নিমু। পরে জুনায়েদ খান বাধ্য হইয়াই ওইডা সারার জন্য দিয়া দেয়। জুনায়েদ খান আসলে প্রথম দেখাতেই সারার প্রেমে পইড়া যায়।,tangail,test
audio/test_tangail_0026.wav,"কিন্তু সারা এই রকম ভালোবাসায় বিশ্বাসী না। সে সোলমেট বা ডেসটিনিতে বিশ্বাস করে। সে মনে করে যে জুনায়েদ খান যদি তারই হইয়া থাকে তাহলে সে বারবার তার লাইফে বিভিন্ন সময় বিভিন্ন ভাবে আসবো। তাই সে বিভিন্ন এক্সপেরিমেন্ট করে, যেমনঃ জুনায়েদ খান সারারে","কিন্তু সারা এই রকম ভালোবাসায় বিশ্বাসী না। সে সোলমেট বা ডেসটিনিতে বিশ্বাস করে। সে মনে করে যে জুনায়েদ খান যদি তারই হইয়া থাকে তাহলে সে বারবার তার লাইফে বিভিন্ন সময় বিভিন্ন ভাবে আসবো। তাই সে বিভিন্ন এক্সপেরিমেন্ট করে, যেমনঃ জুনায়েদ খান সারারে",tangail,test
audio/test_tangail_0027.wav,যহন অর নাম্বারটা দেয় পাঁচ ডলারের একটা নোটে তহন সারা এইডা দিয়া এইডা দিয়া একটা বই কিনা ফেলে। বই কিনা ফেলে তহন ওই নোটটা মানে যেই দোকানদাররে দেয় এই দোকানদার থিকাও আরেকজনের কাছে আরেকজনের কাছে যে এই রকম ছড়ায় যাইতে থাকে। আর সারা বলে জোনাথানরে বলে এই নোট যদি আবার আমার কাছে আসে তাইলে ভাবমু।,যহন অর নাম্বারটা দেয় পাঁচ ডলারের একটা নোটে তহন সারা এইডা দিয়া এইডা দিয়া একটা বই কিনা ফেলে। বই কিনা ফেলে তহন ওই নোটটা মানে যেই দোকানদাররে দেয় এই দোকানদার থিকাও আরেকজনের কাছে আরেকজনের কাছে যে এই রকম ছড়ায় যাইতে থাকে। আর সারা বলে জোনাথানরে বলে এই নোট যদি আবার আমার কাছে আসে তাইলে ভাবমু।,tangail,test
audio/test_tangail_0028.wav,"তুমি আমার সোলমেট, ডেস্টিনি তুমি আমার মানে তুমি আমার ভাগ্যেই লেখা ছিলা। তারপরে এইরকম হয়। পরে আবার জোনাথান আর সারা দুইজন দুইটা ভিন্ন লিফটে উইঠা বলে যে আমরা যদি একৈ ফ্লোরে আবার প্রেস করি আমরা যদি আবার একৈ ফ্লোরে আসি।","তুমি আমার সোলমেট, ডেস্টিনি তুমি আমার মানে তুমি আমার ভাগ্যেই লেখা ছিলা। তারপরে এইরকম হয়। পরে আবার জোনাথান আর সারা দুইজন দুইটা ভিন্ন লিফটে উইঠা বলে যে আমরা যদি একৈ ফ্লোরে আবার প্রেস করি আমরা যদি আবার একৈ ফ্লোরে আসি।",tangail,test
audio/test_tangail_0029.wav,তারমানে আমরা দুইজন সোলমেট। কিন্তু ঘটনাগুলা এমনভাবে হয় যেনো জোনাথান সবসময় ঠিকই করে কিন্তু মানে সো অন্যান্য পারিপার্শ্বিক যে ঘটনা আছে এইডার মানে সারা বুঝতে পারে না এই জিনিসটা। মানে,তারমানে আমরা দুইজন সোলমেট। কিন্তু ঘটনাগুলা এমনভাবে হয় যেনো জোনাথান সবসময় ঠিকই করে কিন্তু মানে সো অন্যান্য পারিপার্শ্বিক যে ঘটনা আছে এইডার মানে সারা বুঝতে পারে না এই জিনিসটা। মানে,tangail,test
audio/test_tangail_0030.wav,জোনাথানের ওই লিফটের যে প্রেস করা ঠিকই ছিলো। কিন্তু আবার দেহা গেছে যে মাঝে হটাৎ অন্য লোক আইসা প্রেস কইরা মানে একটু এলোমেলো হইয়া যায় টাইমডা আরকি। এইদিকে আবার জোনাথানের আবার আরেকজনের সাথে এই এনগেজমেন্ট ছিলো। আর,জোনাথানের ওই লিফটের যে প্রেস করা ঠিকই ছিলো। কিন্তু আবার দেহা গেছে যে মাঝে হটাৎ অন্য লোক আইসা প্রেস কইরা মানে একটু এলোমেলো হইয়া যায় টাইমডা আরকি। এইদিকে আবার জোনাথানের আবার আরেকজনের সাথে এই এনগেজমেন্ট ছিলো। আর,tangail,test
audio/test_tangail_0031.wav,অল্প কয়দিন পরেই বিয়ে কিন্তু জোনাথান তো সারারে অনেক ভালোবাসে। পরে এই সারা আবার অন্য মানে দেশ আসে থিকা জোনাথানের,অল্প কয়দিন পরেই বিয়ে কিন্তু জোনাথান তো সারারে অনেক ভালোবাসে। পরে এই সারা আবার অন্য মানে দেশ আসে থিকা জোনাথানের,tangail,test
audio/test_tangail_0032.wav,শহরে আসছিলো। পরে যহন সারা যাইতে নেয় প্লেনে তহন ওই বিমানের ফ্লাইটে সারা ওই পাঁচ ডলারের ওই নোটটা দেখে যে জোনাথান যেইডায় নাম্বার দিছিলো ওই নোটটা আবার অর কাছেই ফিরা আসে। পরে সেই বিমান থিকা তাড়াতাড়ি নাইমা ওই নিউইয়র্স নিউইয়র্স ই বে,শহরে আসছিলো। পরে যহন সারা যাইতে নেয় প্লেনে তহন ওই বিমানের ফ্লাইটে সারা ওই পাঁচ ডলারের ওই নোটটা দেখে যে জোনাথান যেইডায় নাম্বার দিছিলো ওই নোটটা আবার অর কাছেই ফিরা আসে। পরে সেই বিমান থিকা তাড়াতাড়ি নাইমা ওই নিউইয়র্স নিউইয়র্স ই বে,tangail,test
audio/test_tangail_0033.wav,"যেই জায়গায় দেখা হইছিলো ওই জায়গায় যায়। তারপাশে যে একটা আইস হকির মাঠ ছিলো, ওই জায়গায় জোনাথানরে আবার পায়। পরে তারা একে অপররে ভালোবাসে আর এইডার একটা পূর্নতা পায়। পুরা অসাধারণ একটা ছবি এইডা যুদি না দেখা হয় তাইলে আর কি বুঝা যাবো না যে মানে","যেই জায়গায় দেখা হইছিলো ওই জায়গায় যায়। তারপাশে যে একটা আইস হকির মাঠ ছিলো, ওই জায়গায় জোনাথানরে আবার পায়। পরে তারা একে অপররে ভালোবাসে আর এইডার একটা পূর্নতা পায়। পুরা অসাধারণ একটা ছবি এইডা যুদি না দেখা হয় তাইলে আর কি বুঝা যাবো না যে মানে",tangail,test
audio/test_tangail_0034.wav,আসলেই যার ভাগ্যে মানে ভাগ্যে যার সাথেই ওই লেখা থাকে তারসাথেই আবার ঘুইরা ফিরা একটা মিল হয়ই। আর আচ্ছা এখন আমি আরেকটা স্টোরি শেয়ার করবো সেইটা হইছে 'লাইফ অফ পাই'।,আসলেই যার ভাগ্যে মানে ভাগ্যে যার সাথেই ওই লেখা থাকে তারসাথেই আবার ঘুইরা ফিরা একটা মিল হয়ই। আর আচ্ছা এখন আমি আরেকটা স্টোরি শেয়ার করবো সেইটা হইছে 'লাইফ অফ পাই'।,tangail,test
audio/test_tangail_0035.wav,লাইফ অফ লাই দুই হাজার সালে রিলিজ হয় আর এইডার ডিরেক্টর আছিলো 'এং লি'। এই ছবিডা যহন অস্কার পায় তারপরে আমি প্রথম এইডার নাম শুনছি যে লাইফ অফ পাই। প্রথমে ভাবছিলাম যে এইডা ম্যাথ মেটিকসের কোনো থিউরি-টিউরি নিয়া হবো যেহেতু পাই আছে। আমি ভাবছি পাই এর,লাইফ অফ লাই দুই হাজার সালে রিলিজ হয় আর এইডার ডিরেক্টর আছিলো 'এং লি'। এই ছবিডা যহন অস্কার পায় তারপরে আমি প্রথম এইডার নাম শুনছি যে লাইফ অফ পাই। প্রথমে ভাবছিলাম যে এইডা ম্যাথ মেটিকসের কোনো থিউরি-টিউরি নিয়া হবো যেহেতু পাই আছে। আমি ভাবছি পাই এর,tangail,test
audio/test_tangail_0036.wav,মানে একটা মানে হিস্টরিকাল ছবি অবো। পরে দেখলাম যে না। যুদিও আমি অনেক পরে দেখছি এই ছবিডা। অসম্ভব একটা সুন্দর ছবি। যুদি এইডা যারা প্রথম ছবি দেহা শুরু করছে তাদের পক্ষে এইডা,মানে একটা মানে হিস্টরিকাল ছবি অবো। পরে দেখলাম যে না। যুদিও আমি অনেক পরে দেখছি এই ছবিডা। অসম্ভব একটা সুন্দর ছবি। যুদি এইডা যারা প্রথম ছবি দেহা শুরু করছে তাদের পক্ষে এইডা,tangail,test
audio/test_tangail_0037.wav,"বুঝা একটু কঠিন অইতে পারে। ছবিডা একটু লম্বা, স্লো মনে অইতে পারে। কিন্তু ছবির ভিজুয়াল, থিম সব সুন্দর। ছবিডা দেইখা ভাল্লাগবো। পুরা লাস্টের দিকে যাইয়া আপনি এইডার ইডা বুঝবেন মর্মডা বুঝবেন।","বুঝা একটু কঠিন অইতে পারে। ছবিডা একটু লম্বা, স্লো মনে অইতে পারে। কিন্তু ছবির ভিজুয়াল, থিম সব সুন্দর। ছবিডা দেইখা ভাল্লাগবো। পুরা লাস্টের দিকে যাইয়া আপনি এইডার ইডা বুঝবেন মর্মডা বুঝবেন।",tangail,test
audio/test_tangail_0038.wav,"ছবির মেইন ক্যারেক্টার প্লে করছে 'ইরফান খান' আর একটা ক্যারেক্টার আছে, বাঘের নাম অইছে 'রিচার্ড পার্কার'। ছবিতে ইরাফান খানের নাম থাকে 'পাই প্যাটেল'। ওই যেহেতু পাই প্যাটেল আর এই ছবিটার কিছু অংশ ভারতে করা অইছে। আর কিছু অংশ অন্যান্য জায়গায় করা অইছে সমুদ্রেরও সিন আছে, মেক্সিকান দ্বীপের সিন আছে।","ছবির মেইন ক্যারেক্টার প্লে করছে 'ইরফান খান' আর একটা ক্যারেক্টার আছে, বাঘের নাম অইছে 'রিচার্ড পার্কার'। ছবিতে ইরাফান খানের নাম থাকে 'পাই প্যাটেল'। ওই যেহেতু পাই প্যাটেল আর এই ছবিটার কিছু অংশ ভারতে করা অইছে। আর কিছু অংশ অন্যান্য জায়গায় করা অইছে সমুদ্রেরও সিন আছে, মেক্সিকান দ্বীপের সিন আছে।",tangail,test
audio/test_tangail_0039.wav,আচ্ছা তার পরিবার থাকে ইন্ডিয়াতে। এই পাই প্যাটেল যে ইরফান খানের পরিবার থাকতো ইন্ডিয়াতে। তাদের একটা নিজস্ব চিড়িয়াখানা আছিলো। ওই পশুপাখির সাথে ইরফান খানের একটা ইস্পিচুয়াল একটা কানেকশন ছিলো অন্যান্য পশুর সাথে কিন্তু,আচ্ছা তার পরিবার থাকে ইন্ডিয়াতে। এই পাই প্যাটেল যে ইরফান খানের পরিবার থাকতো ইন্ডিয়াতে। তাদের একটা নিজস্ব চিড়িয়াখানা আছিলো। ওই পশুপাখির সাথে ইরফান খানের একটা ইস্পিচুয়াল একটা কানেকশন ছিলো অন্যান্য পশুর সাথে কিন্তু,tangail,test
audio/test_tangail_0040.wav,এ সে বুঝাইতে সে মানে বুঝতে পারতো যে মানে পশুপাখি গুলার মনের অবস্থা। সে ভাবতো বাঘও তার বন্ধু হইতে পারে। যুদিও অনেকসুম পশুপাখির সাথে তার একটা ই ছিলো। কিন্তু তার বাবা এইডা,এ সে বুঝাইতে সে মানে বুঝতে পারতো যে মানে পশুপাখি গুলার মনের অবস্থা। সে ভাবতো বাঘও তার বন্ধু হইতে পারে। যুদিও অনেকসুম পশুপাখির সাথে তার একটা ই ছিলো। কিন্তু তার বাবা এইডা,tangail,test
audio/test_tangail_0041.wav,"কহনোই মানতো না। সে বলতো একটা বাঘ কহনও মানুষের বন্ধু হইতে পারে না। আচ্ছা, এই রকমভাবে সবকিছু ভালোই চলতাছিলো কিন্তু প্রশাসন এক এনিমেল রাইটসের কারণে নাকি কি কারণে এই জুটা মানে বন্ধ করতে অইতাছিলো অগো।","কহনোই মানতো না। সে বলতো একটা বাঘ কহনও মানুষের বন্ধু হইতে পারে না। আচ্ছা, এই রকমভাবে সবকিছু ভালোই চলতাছিলো কিন্তু প্রশাসন এক এনিমেল রাইটসের কারণে নাকি কি কারণে এই জুটা মানে বন্ধ করতে অইতাছিলো অগো।",tangail,test
