file,transcript,transcript_clean,dialect,split
audio/test_rangpur_0014.wav,"<> দাঁড়াইম না, দাঁড়াইম না মুই। কন গো, কন গো, শ্যামলী। তা বলে কী? কন গো, ও সবুজের বাপ, ও সবুজের বাপ! সেমাই চিনি আনো গো।","দাঁড়াইম না, দাঁড়াইম না মুই। কন গো, কন গো, শ্যামলী। তা বলে কী? কন গো, ও সবুজের বাপ, ও সবুজের বাপ! সেমাই চিনি আনো গো।",rangpur,test
audio/test_rangpur_0015.wav,"কবার পাইছে তখন কও তুই। কন গো, না কইলে ফির, না শুনলে তো মনটা খারাপ হয়া যায় গো। ক্যারে বা, তুই এখান ইদান কী ধরি আসিস কেন, কী জন্যে?","কবার পাইছে তখন কও তুই। কন গো, না কইলে ফির, না শুনলে তো মনটা খারাপ হয়া যায় গো। ক্যারে বা, তুই এখান ইদান কী ধরি আসিস কেন, কী জন্যে?",rangpur,test
audio/test_rangpur_0016.wav,"চাচি, কেমন আচেন? কী সমাচার? <> কেমন আচেন? আলহামদুলিল্লা। তা চাচি তোমার নাম কী? মোছাম্মত উম্মে কুলসুম। ওহ। চাচি, একনা গল্পগুজব করমো সবাই মিলি, রেকোর্ড করমো, সমস্যা হইবে তাতে?","চাচি, কেমন আচেন? কী সমাচার? কেমন আচেন? আলহামদুলিল্লা। তা চাচি তোমার নাম কী? মোছাম্মত উম্মে কুলসুম। ওহ। চাচি, একনা গল্পগুজব করমো সবাই মিলি, রেকোর্ড করমো, সমস্যা হইবে তাতে?",rangpur,test
audio/test_rangpur_0017.wav,"না? হ সেইটেই। বয়স কত চইলবের লাগছে? চল্লিশ পার। চল্লিশ পার হয়া গেইছে? ওও। এ মোর যে ষাইট বৎসরের বেশি হইছে? ষাইট বৎসরের বেশি হয়া গেইছে? হ। তাইলে তো ভাতা পাবু তাইলে তুই। কই ভাতা দেয়? পাবু, ভাতা পাবু। উমম দেয় ভাতা!","না? হ সেইটেই। বয়স কত চইলবের লাগছে? চল্লিশ পার। চল্লিশ পার হয়া গেইছে? ওও। এ মোর যে ষাইট বৎসরের বেশি হইছে? ষাইট বৎসরের বেশি হয়া গেইছে? হ। তাইলে তো ভাতা পাবু তাইলে তুই। কই ভাতা দেয়? পাবু, ভাতা পাবু। উমম দেয় ভাতা!",rangpur,test
audio/test_rangpur_0018.wav,কার্ড দেইস। আর ফটোকপি আছে না কার্ডের? হ। ওইটের ফটোকপি করি দেইস। এয়া মহিলা মেম্বারোক দিয়ে এটা বয়স্ক ভাতা। আর মোর কিছু হবার নয়? বয়স্ক ভাতা বা বিধবা ভাতা একটা করি দিলে তুই এইল্যে কী দিয়ে কইরবের নাইগছে? হ হয়। ইয়ের কাম আছে।,কার্ড দেইস। আর ফটোকপি আছে না কার্ডের? হ। ওইটের ফটোকপি করি দেইস। এয়া মহিলা মেম্বারোক দিয়ে এটা বয়স্ক ভাতা। আর মোর কিছু হবার নয়? বয়স্ক ভাতা বা বিধবা ভাতা একটা করি দিলে তুই এইল্যে কী দিয়ে কইরবের নাইগছে? হ হয়। ইয়ের কাম আছে।,rangpur,test
audio/test_rangpur_0019.wav,কী করবু? কাম আছে যে। কথা কওয়া এমনি ভালো মন্দ। ক্যা? ফেসবুক যুদি চলায়? এলা আমি ওই সেদিনকে গেছিলো ওইদিক। বুজচেন? শাগ নিয়ে আইলো দেহেন না?,কী করবু? কাম আছে যে। কথা কওয়া এমনি ভালো মন্দ। ক্যা? ফেসবুক যুদি চলায়? এলা আমি ওই সেদিনকে গেছিলো ওইদিক। বুজচেন? শাগ নিয়ে আইলো দেহেন না?,rangpur,test
audio/test_rangpur_0020.wav,"শাক খাওয়া খুব ভালো, হ্যা? হ। রমজান মাসে মজা হইলে, ওই শাগে আচে। রোজা থাকলে খালি শাগ খাবার মনে হয় আগে, কী খান না খান, খালি শাগ। তাইলে খাওয়া-দাওয়া করচেন কী দি সেহেরিত? ডিম ভাজা, বাইগোন ভাজা, কী আরও? ডিম ভাজা, বাইগোন ভাজা।","শাক খাওয়া খুব ভালো, হ্যা? হ। রমজান মাসে মজা হইলে, ওই শাগে আচে। রোজা থাকলে খালি শাগ খাবার মনে হয় আগে, কী খান না খান, খালি শাগ। তাইলে খাওয়া-দাওয়া করচেন কী দি সেহেরিত? ডিম ভাজা, বাইগোন ভাজা, কী আরও? ডিম ভাজা, বাইগোন ভাজা।",rangpur,test
audio/test_rangpur_0021.wav,"ডিম ভাজি, বাইগোন ভাজি আর হইলো। ও চাচি, ভাজাপোড়া খাইলে তো গ্যাস হইবে। মুসুরির ডাইল। এতো ভাজাপোড়া খাওয়া যাবান্নায়। মুসুরির ডাইল, আর যে কী! শাগ! চাইরটা। ও চাইরটা আইটেম! আইটেম তো ভালোয় আচে! হামারে তো আইটেম নাই, খালি একটা আইটেম দিয়ায় খাই হামরা।","ডিম ভাজি, বাইগোন ভাজি আর হইলো। ও চাচি, ভাজাপোড়া খাইলে তো গ্যাস হইবে। মুসুরির ডাইল। এতো ভাজাপোড়া খাওয়া যাবান্নায়। মুসুরির ডাইল, আর যে কী! শাগ! চাইরটা। ও চাইরটা আইটেম! আইটেম তো ভালোয় আচে! হামারে তো আইটেম নাই, খালি একটা আইটেম দিয়ায় খাই হামরা।",rangpur,test
audio/test_rangpur_0022.wav,"বাজার যাবার চায় না ক্যা? নামেক। <> বাজার যাবার কয়? ক্যা? কী আনবে? শাগ নিবে নাকিরে? কী নিবা? মাছ? না, মাছ না। মাছ <> না রোজা থাকিয়ে।","বাজার যাবার চায় না ক্যা? নামেক। বাজার যাবার কয়? ক্যা? কী আনবে? শাগ নিবে নাকিরে? কী নিবা? মাছ? না, মাছ না। মাছ না রোজা থাকিয়ে।",rangpur,test
audio/test_rangpur_0023.wav,ওজা নাগছে তো। এহনো খাই নেই। আমি চাইর চাইর রমজান গেল প্রায় মাছে চলিল। মাছ দিয়ে রমজান মাসে খাওয়া যায় ভাত বেশি। ইইই! না কাইলকে এখনা ওই যে দাওয়াতোত গেছনু। আগা রাইতের খায়া আচছোং অডে। গোস্ত তো খায়া যায় না পাকলে। মাছ হইলে তাও একনা ভাত খাওয়া যায়। এরে! সিহেরির সময় এক প্লেটের বেশি দুই প্লেট আর খাবার পাম না। হামরা দুই দিন খাছি খালি মাছ। দুই দিন ডিম। কেমন খাওয়া খাইলে হডে? হইছে মোডামুডি ভালোয় খাওয়া হইছে। রহমানের মাও গেছিল খাবার? ওরে ওই রহমানের মাও!,ওজা নাগছে তো। এহনো খাই নেই। আমি চাইর চাইর রমজান গেল প্রায় মাছে চলিল। মাছ দিয়ে রমজান মাসে খাওয়া যায় ভাত বেশি। ইইই! না কাইলকে এখনা ওই যে দাওয়াতোত গেছনু। আগা রাইতের খায়া আচছোং অডে। গোস্ত তো খায়া যায় না পাকলে। মাছ হইলে তাও একনা ভাত খাওয়া যায়। এরে! সিহেরির সময় এক প্লেটের বেশি দুই প্লেট আর খাবার পাম না। হামরা দুই দিন খাছি খালি মাছ। দুই দিন ডিম। কেমন খাওয়া খাইলে হডে? হইছে মোডামুডি ভালোয় খাওয়া হইছে। রহমানের মাও গেছিল খাবার? ওরে ওই রহমানের মাও!,rangpur,test
audio/test_rangpur_0024.wav,"কোনটে? কোনটে? ওই যে। ওওই <> এর বউ যে মইলো? এও ওপাকে যে সময় গেইছে? <> ছাগলডা পাদিল গো। পাদিল তাত? পাদ বারাইছে, ওই পাদে। হেহে ক তো। ভালই হইছে। সারঘের বউয়েরা <> হ।","কোনটে? কোনটে? ওই যে। ওওই এর বউ যে মইলো? এও ওপাকে যে সময় গেইছে? ছাগলডা পাদিল গো। পাদিল তাত? পাদ বারাইছে, ওই পাদে। হেহে ক তো। ভালই হইছে। সারঘের বউয়েরা হ।",rangpur,test
audio/test_rangpur_0025.wav,ওমরায় গুরুপভাবে সবাই গেইছে। ওমরা ফতেয়া <> আর হামাক তো না ডাকাইলে হামরা যাইয়ে নে সাথে। তাও যায় হামার বউ। আগে যে এই বাড়ির মানুষ এই যে লিলিবুর ঘরোক পুছ করিস। সর্ব পোরথম ফতেয়া খানু এই যে তোমার নানির। ন বু? ওমার নানার খাছি।,ওমরায় গুরুপভাবে সবাই গেইছে। ওমরা ফতেয়া আর হামাক তো না ডাকাইলে হামরা যাইয়ে নে সাথে। তাও যায় হামার বউ। আগে যে এই বাড়ির মানুষ এই যে লিলিবুর ঘরোক পুছ করিস। সর্ব পোরথম ফতেয়া খানু এই যে তোমার নানির। ন বু? ওমার নানার খাছি।,rangpur,test
audio/test_rangpur_0026.wav,"মুই হানিফ মাঝির মায়ের ফতেয়া এও দিয়ে শুরু করছিনু। ওই তোমার নানার কাছে দেখছি লৌকের মইদ্যে তরকারিডে রাইনছে। কে এডে খায় নাই? এই যে এডে এডে এডে? তোর <> হ যে ওইল্যে। ওইল্যে আগোত মইরছে না? লৌকেত, বড় বড় লৌকে। লৌকেত থুছিল তরকারি, আর এক লৌকেত থুছিল ভাত। খালি ঢালছে আর খাইছে। অঅ লৌকেত! আর হামার অডে","মুই হানিফ মাঝির মায়ের ফতেয়া এও দিয়ে শুরু করছিনু। ওই তোমার নানার কাছে দেখছি লৌকের মইদ্যে তরকারিডে রাইনছে। কে এডে খায় নাই? এই যে এডে এডে এডে? তোর হ যে ওইল্যে। ওইল্যে আগোত মইরছে না? লৌকেত, বড় বড় লৌকে। লৌকেত থুছিল তরকারি, আর এক লৌকেত থুছিল ভাত। খালি ঢালছে আর খাইছে। অঅ লৌকেত! আর হামার অডে",rangpur,test
audio/test_rangpur_0027.wav,"ওই সর্দারপাড়াত, ওই যে নাকারি ঘর আছে না? নাকারি ঘর মানে যতো সাগাই-সদর, যতো অনুষ্ঠান-মনুষ্ঠান, ভাড়ায় আছিল না, ভাড়া ছাড়া কী করচে ওগুলা? আগে মুসাফিররা আছিল, ওই মুসাফিরের ঘরের জন্য নাকারি ঘর বানে থুইছিল। <> আমরা আগে তো, আগে তো খাচনো ওই কোটুয়াত, কলারপাতার, কলার ঢাইসকা গুলাত খাছিনো। এক সপ্তা, পনেরো দিন করি করি মুসাফিররা আছিলো।","ওই সর্দারপাড়াত, ওই যে নাকারি ঘর আছে না? নাকারি ঘর মানে যতো সাগাই-সদর, যতো অনুষ্ঠান-মনুষ্ঠান, ভাড়ায় আছিল না, ভাড়া ছাড়া কী করচে ওগুলা? আগে মুসাফিররা আছিল, ওই মুসাফিরের ঘরের জন্য নাকারি ঘর বানে থুইছিল। আমরা আগে তো, আগে তো খাচনো ওই কোটুয়াত, কলারপাতার, কলার ঢাইসকা গুলাত খাছিনো। এক সপ্তা, পনেরো দিন করি করি মুসাফিররা আছিলো।",rangpur,test
audio/test_rangpur_0028.wav,"এ নে বড়আম্মার একটা সৃতি মনে আসে কি এইপাশ দিয়া গেইসে ভেলবাড়ি, নবুদ, ভুই দিয়া দিয়া বেটি ছোট আসিল। তাতে তোমার নানির ফতেয়া অদ্ধেক খাইসে আর অদ্ধেক গুলার মিলাত করি আইসে এখনা করে ফির। আইসে <>","এ নে বড়আম্মার একটা সৃতি মনে আসে কি এইপাশ দিয়া গেইসে ভেলবাড়ি, নবুদ, ভুই দিয়া দিয়া বেটি ছোট আসিল। তাতে তোমার নানির ফতেয়া অদ্ধেক খাইসে আর অদ্ধেক গুলার মিলাত করি আইসে এখনা করে ফির। আইসে",rangpur,test
audio/test_rangpur_0029.wav,"কায় সেটা? তোমার দাদি। আগেতো ধোঁয়াতে দিসিল। হ। আগে তো। আগে ওটা ও টেস্টে আসিল আলাদা। সকাল বেলা ভোরে, মুকখ ঘসতে ঘসতে, দাঁত ঘসতে ঘসতে, চুল ডলতে ডলতে যাওয়া পথে <> সকাল বেলায়। হামার ফির এলা সকাল বেলা।","কায় সেটা? তোমার দাদি। আগেতো ধোঁয়াতে দিসিল। হ। আগে তো। আগে ওটা ও টেস্টে আসিল আলাদা। সকাল বেলা ভোরে, মুকখ ঘসতে ঘসতে, দাঁত ঘসতে ঘসতে, চুল ডলতে ডলতে যাওয়া পথে সকাল বেলায়। হামার ফির এলা সকাল বেলা।",rangpur,test
audio/test_rangpur_0030.wav,"ওয় কান্দি রত্তি আসে, সারারাইত কাম করে। এ এইল্লা খাবার হইলো দুপুরে থে এই রুমে। <> মোরো পছন্দ নোয়াহ। দুপুরেরটা হইলো। ওত্তি ফির আটা আর ডাইল ছাড়া কিচছু নাই। আরে <> ওত্তি আটা আর ডাইল ওত্তি ওয় চেয়ার বিরিঞ্চি নাই মাটিত বইসো। মাটিত বইসতে <> কেনে বাহে <> রেকর্ড করি। আটা আর ডাইল।","ওয় কান্দি রত্তি আসে, সারারাইত কাম করে। এ এইল্লা খাবার হইলো দুপুরে থে এই রুমে। মোরো পছন্দ নোয়াহ। দুপুরেরটা হইলো। ওত্তি ফির আটা আর ডাইল ছাড়া কিচছু নাই। আরে ওত্তি আটা আর ডাইল ওত্তি ওয় চেয়ার বিরিঞ্চি নাই মাটিত বইসো। মাটিত বইসতে কেনে বাহে রেকর্ড করি। আটা আর ডাইল।",rangpur,test
audio/test_rangpur_0031.wav,"আর হইলো। বুট হইলে আর দিবারে নয়। <> হরিপুরত গেইনো। ওই যেঁ মাটি, মাটি খাইল করছে। ওরে আল্লাহ। খাইল করি আটা আর ডাইল পুতি রাখসে। <> নদী ভাঙ্গিলে কেমন চাক ধরে না মাটিত। <> হ হ হ। <> ফাটল ধইরচছে। <> অগুলা কি। <> উপরে বলে এমন ফাটা ফাটা। <> তেল নাইরে। ইয়া জমে না। নৌকা আসিল না। <> কাউনিয়াতে।","আর হইলো। বুট হইলে আর দিবারে নয়। হরিপুরত গেইনো। ওই যেঁ মাটি, মাটি খাইল করছে। ওরে আল্লাহ। খাইল করি আটা আর ডাইল পুতি রাখসে। নদী ভাঙ্গিলে কেমন চাক ধরে না মাটিত। হ হ হ। ফাটল ধইরচছে। অগুলা কি। উপরে বলে এমন ফাটা ফাটা। তেল নাইরে। ইয়া জমে না। নৌকা আসিল না। কাউনিয়াতে।",rangpur,test
audio/test_rangpur_0032.wav,"গেছলু <> হ হ। গেনু যে! ওরে আল্লাহ <> কালাই সেদ্দ! তাই কালাই কালাই <> সেই নৌকের মদ্যে <> ওই ওইগলে নোয়ায়। এই দিককের মানুষ আইনবের পায় না। কেমন করিয়ে? ওমরা গোস্ত আর আটা এক ঠাই করে। এক ঠাই করি আন্দে। যে স্বাদ! ঝার ভাগ্য! দুখেনও যায়, এখানও যায়, হাড্ডিও যায়। আর এইগলে <>","গেছলু হ হ। গেনু যে! ওরে আল্লাহ কালাই সেদ্দ! তাই কালাই কালাই সেই নৌকের মদ্যে ওই ওইগলে নোয়ায়। এই দিককের মানুষ আইনবের পায় না। কেমন করিয়ে? ওমরা গোস্ত আর আটা এক ঠাই করে। এক ঠাই করি আন্দে। যে স্বাদ! ঝার ভাগ্য! দুখেনও যায়, এখানও যায়, হাড্ডিও যায়। আর এইগলে",rangpur,test
audio/test_rangpur_0033.wav,গাইবান্দার ওতি। ওই ওইটেয় ভালো। গাইবান্দার ওতি আমি খাই নাই কোনোদিন। মুই ওই সেই যে তোমার হইলো ওরে আল্লাহ ওই হরিপুরের ওডা খাবার যায়া আমার ওতি যাওয়ার রুচিই মরি গেইছে। ওই ফতেয়ার দাওয়াত। হামরা গেছি হইলো <> মঞ্জুর রানীর বাড়ির তরকারি হামরা আগে থাকি খাবার পাইনে। ত্যাল দেয় মেলা।,গাইবান্দার ওতি। ওই ওইটেয় ভালো। গাইবান্দার ওতি আমি খাই নাই কোনোদিন। মুই ওই সেই যে তোমার হইলো ওরে আল্লাহ ওই হরিপুরের ওডা খাবার যায়া আমার ওতি যাওয়ার রুচিই মরি গেইছে। ওই ফতেয়ার দাওয়াত। হামরা গেছি হইলো মঞ্জুর রানীর বাড়ির তরকারি হামরা আগে থাকি খাবার পাইনে। ত্যাল দেয় মেলা।,rangpur,test
audio/test_rangpur_0034.wav,"বুটগুলা রাইতোত সেদ্দ করিল, না? মুই আরও দুইবার মোকত দেচো, সেদ্দ করলে যকন? পাতোত দেওয়া যায়, খাটে নেলে? কেমন? তেল-টেল কিচু নাই, এনা নুন যদি দেওয়া যায়। কী করি দেন তরকারিত? মোর বাপের জন্মেত মুই খাং নাই। মুই কোনো <> দেখোং নাই ওরকম, মুইও খায়া আচোং।","বুটগুলা রাইতোত সেদ্দ করিল, না? মুই আরও দুইবার মোকত দেচো, সেদ্দ করলে যকন? পাতোত দেওয়া যায়, খাটে নেলে? কেমন? তেল-টেল কিচু নাই, এনা নুন যদি দেওয়া যায়। কী করি দেন তরকারিত? মোর বাপের জন্মেত মুই খাং নাই। মুই কোনো দেখোং নাই ওরকম, মুইও খায়া আচোং।",rangpur,test
audio/test_rangpur_0035.wav,"খায়া-দায়া কইম, মুই বলে যেটে যায়া, কইল্লা ভাজিত বলে তেল দেয় না। হামার কতা বলে কইচো। একন হামরা যাই মাজেমদ্দে, গেলে একন শ্বশুরবাড়ি, কী করবেন একন? যা হয়, তাই খাওয়া লাগে। শ্বশুরবাড়িত যা দিবে, তাই খাওয়া লাইগবান্নায়? ক্যা গো, এলাও চড়াইস নাই? আগে যকন মাচে, মাচে।","খায়া-দায়া কইম, মুই বলে যেটে যায়া, কইল্লা ভাজিত বলে তেল দেয় না। হামার কতা বলে কইচো। একন হামরা যাই মাজেমদ্দে, গেলে একন শ্বশুরবাড়ি, কী করবেন একন? যা হয়, তাই খাওয়া লাগে। শ্বশুরবাড়িত যা দিবে, তাই খাওয়া লাইগবান্নায়? ক্যা গো, এলাও চড়াইস নাই? আগে যকন মাচে, মাচে।",rangpur,test
audio/test_rangpur_0036.wav,"খালি মাচে, ডিম ডিমে,হা? ওইরকম। তুই না বুট চড়ে দিবু? খড়ি নাগে দিয়া বুট বসপার দে। বুট বসে দে রে, এপতারি করা নাগবে। এপতারের মেইন ইয়া হইতেচে বুট। বুটের সাতে কয়টা আলু দে, আলুর ডাইলের মতোন। বুট ক্যা খায়? যে বুট হইলো শরীলে প্রুচুর এনার্জিজনিত একটা খাবার। তাহলে মানুষের, মানুষের ইপতারির সমায় বুট খাওয়া আসলে উপকার আচে। মুই ইপতারিয়ে খাং না।","খালি মাচে, ডিম ডিমে,হা? ওইরকম। তুই না বুট চড়ে দিবু? খড়ি নাগে দিয়া বুট বসপার দে। বুট বসে দে রে, এপতারি করা নাগবে। এপতারের মেইন ইয়া হইতেচে বুট। বুটের সাতে কয়টা আলু দে, আলুর ডাইলের মতোন। বুট ক্যা খায়? যে বুট হইলো শরীলে প্রুচুর এনার্জিজনিত একটা খাবার। তাহলে মানুষের, মানুষের ইপতারির সমায় বুট খাওয়া আসলে উপকার আচে। মুই ইপতারিয়ে খাং না।",rangpur,test
audio/test_rangpur_0037.wav,"না খান নাই তোমার মতো পেট ঘাউরা কাই আসে। <> এত্তি খাওয়া লাগে। আরে খেজুর, খেজুরেও প্রচুর <> আসে। পেট পেট, পেট ঘাউয়া লোক। কাইলকা এখনা শাক দিয়া ভাত খাইসি পাছা রাইতত দেখো পেট ফুলি। খেজুরো শক্তি যোগায় কি বেটি? খেজুর ওই যেঁ ছোলা বুট। শোতা থাকি উঠিয়া একটা স্যালাইন খায়া।","না খান নাই তোমার মতো পেট ঘাউরা কাই আসে। এত্তি খাওয়া লাগে। আরে খেজুর, খেজুরেও প্রচুর আসে। পেট পেট, পেট ঘাউয়া লোক। কাইলকা এখনা শাক দিয়া ভাত খাইসি পাছা রাইতত দেখো পেট ফুলি। খেজুরো শক্তি যোগায় কি বেটি? খেজুর ওই যেঁ ছোলা বুট। শোতা থাকি উঠিয়া একটা স্যালাইন খায়া।",rangpur,test
